"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","14.5","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","14.4","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","13.9","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","13.7","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","14.1","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","13.6","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","14.3","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","13.5","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","12.1","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","12.2","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057625","2.4.1.1","13.6","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.4","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.5","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.4","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.0","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.2","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.1","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.2","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.1","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.0","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.6","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.8","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.8","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.6","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.5","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.3","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.3","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.3","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.3","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.4","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.3","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.1","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.3","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.5","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.0","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.0","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.9","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.1","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","3.0","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.8","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.6","","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.8","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.6","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.7","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.7","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.7","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.8","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.8","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.7","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.4","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.5","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.4","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057626","2.5.1.1","2.5","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.4","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.6","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","22.1","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","23.1","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","23.2","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","22.7","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.8","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","22.8","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.4","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","22.9","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.6","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.2","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.7","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.1","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.3","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.2","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.1","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.5","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.4","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","19.9","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.6","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.6","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.5","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","21.6","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","23.2","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.5","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","19.9","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.5","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","19.7","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","19.3","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","18.8","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.6","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","20.3","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057627","2.6.1.1","18.7","","","","1"
